true_label,original_sent,text_output
2,"Using more-conventional specifications of Phillips curves, the research at the Federal Reserve Board (Ihrig and others, 2007) and the OECD (Pain, Koske, and Sollie, 2006), as well as Ball (2006), finds that foreign output gaps are not important determinants of domestic inflation.","NEUTRAL
The sentence does not indicate a clear stance on monetary policy. It simply presents findings from research conducted by various institutions and authors regarding the relationship between foreign output gaps and domestic inflation."
2,"This modal projection for the path of the unemployment rate is, according to the Atlanta Fed jobs calculator, consistent with a rebound in labor force participation to its estimated demographic trend and is also consistent with cumulative employment gains this year and next that, by the end of 2022, eliminate the 7 million ""employment gap"" relative to the previous cycle peak I mentioned earlier.5 As is the case for GDP growth and the unemployment rate, my projections for headline and core PCE (personal consumption expenditures) inflation are also similar to the paths of the SEP median of modal projections for these variables.","NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It provides information about the projected path of the unemployment rate, labor force participation, and employment gains, but does not express a specific policy direction."
0,The tendency may be natural to allow more flexibility when central banks are focused on inflation maintenance than when they seek inflation reduction.,"DOVISH
The sentence suggests that when central banks are focused on inflation maintenance, there is a tendency to allow more flexibility. This implies a more accommodative stance towards monetary policy, which aligns with a dovish stance of easing the monetary policy."
2,The Role of Government Policy You will have noted that I have not mentioned the role of government policy in creating a higher rate of trend productivity growth.,"NEUTRAL
The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply mentions the absence of discussion regarding the role of government policy in increasing trend productivity growth."
2,"Traditionally, these two measures of excess demand move together over the cycle.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of monetary policy. It simply states a traditional observation about the relationship between two measures of excess demand."
1,"Waiting too long to begin moving toward the neutral rate could risk a nasty surprise down the road--either too much inflation, financial instability, or both.","HAWKISH
The sentence suggests that waiting too long to start moving towards the neutral rate could lead to negative consequences such as excessive inflation or financial instability. This implies a concern about the potential risks associated with delaying the tightening of monetary policy."
2,"The technical measures we are undertaking do not represent a change in the stance of monetary policy, which we continue to implement by adjusting the target range for the federal funds rate.","NEUTRAL
The sentence states that the technical measures being undertaken do not indicate a change in the stance of monetary policy. It further explains that the monetary policy is being implemented by adjusting the target range for the federal funds rate. This indicates a neutral stance as there is no mention of tightening or easing of the monetary policy."
2,The presidents' reports often include anecdotal updates from businesses or other sources to provide real-time information on regional economic activity.,"NEUTRAL
The sentence does not indicate any specific stance towards tightening or easing of monetary policy. It simply describes the content of the presidents' reports, which include anecdotal updates to provide real-time information on regional economic activity."
1,"The current global environment highlights the importance of having strong analytic and empirical foundations to understand financial stability considerations for monetary policy, and the research presented today will help strengthen those foundations.1 The global environment of high inflation and rising interest rates highlights the importance of paying attention to financial stability considerations for monetary policy.","DOVISH
The sentence suggests that the current global environment of high inflation and rising interest rates emphasizes the significance of considering financial stability for monetary policy. This implies a need for easing or accommodative measures to address the situation."
0,"Remarkably, 30-year Treasury yields were only slightly lower than 10-year yields throughout the episode, implying that the markets had no confidence that inflation would ever return to 1950s or 1960s levels.","DOVISH
The sentence suggests that the markets had little confidence in inflation returning to higher levels, indicating a preference for easing monetary policy to stimulate economic growth."
2,The Federal Reserve and ECB Framework Reviews The monetary policy framework reviews conducted by the Federal Reserve and the ECB provide another example of monetary policy correlation.,"NEUTRAL
The sentence does not indicate a specific stance towards tightening or easing of monetary policy. It simply states that the monetary policy framework reviews conducted by the Federal Reserve and the ECB provide an example of monetary policy correlation."
0,"On average, over the period from November 2020 to January 2021, the fraction of prime-age women with children aged 6 to 17 who were out of the labor force for caregiving had increased by 2.4 percentage points from a year earlier, while for men the fraction had increased by about 0.6 percentage point.5 If not soon reversed, the decline in the participation rate for primeâ€‘age women could have scarring effects, with longer-term implications for household incomes and potential growth.6 Roughly 90 percent of the shortfall in private payroll employment relative to the pre-COVID level is concentrated in service-providing industries, with half of these service job losses in leisure and hospitality.","NEUTRAL
The sentence does not indicate a clear stance on monetary policy. It provides information about the increase in the fraction of prime-age women and men out of the labor force for caregiving, as well as the potential implications of the decline in the participation rate for women. It also mentions the concentration of job losses in service-providing industries, particularly in leisure and hospitality. However, it does not directly address the tightening or easing of monetary policy."
2,"In particular, I will focus on liquidity regulation and supervision as well as interactions with monetary policy tools.","NEUTRAL
The sentence does not indicate a clear stance towards tightening or easing of monetary policy. It simply states that the focus will be on liquidity regulation, supervision, and interactions with monetary policy tools, without expressing a preference for tightening or easing."
1,"For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation; increases in expected inflation will thus tend to promote greater actual inflation.","HAWKISH
The sentence suggests that increases in expected inflation will lead to greater actual inflation, indicating a concern for rising inflation. This aligns with a tightening of monetary policy to control inflation."
2,"There is, in my view, a reasonable prospect that each of these two effects will reverse their contributions to inflation over the next couple of years and that balance between them will be important in determining the pattern of core and overall inflation rates.","NEUTRAL
The sentence does not indicate a clear stance towards either tightening or easing of the monetary policy. It discusses the possibility of two effects reversing their contributions to inflation and emphasizes the importance of finding a balance between them in determining inflation rates."
1,Some have been concerned that the Federal Reserve and the Treasury might be working at cross purposes today to the extent that reductions in the Treasury debt supply have lead to declines in longer-term Treasury rates at a time when monetary policy is aiming to slow the pace of economic activity to a more sustainable rate.,"DOVISH

The sentence suggests that there is a concern that the Federal Reserve and the Treasury might be working against each other. It mentions that reductions in the Treasury debt supply have led to declines in longer-term Treasury rates, which indicates an easing of monetary policy. Additionally, it states that monetary policy is aiming to slow the pace of economic activity, which further supports a dovish stance."
